0.5,0.9511796180218174,0.9554054999539398
0.6,1.0322491935803226,1.0294807397453984
0.7,1.1118527217829404,1.102328397750765
0.8,1.1900386126363338,1.1739850160567198
0.9,1.266855276147166,1.2444871367499424
1.0,1.3423511223221003,1.3138713019171133
1.1,1.4165745611677991,1.3821740536449119
1.2,1.4895740026909254,1.4494319340200188
1.3,1.561397856898143,1.5156814851291138
1.4,1.6320945337961144,1.580959249058877
1.5,1.7017124433915023,1.6453017678959885
1.6,1.7702999956909709,1.7087455837271277
1.7,1.8379056007011816,1.7713272386389756
1.8,1.9045776684287992,1.8330832747182118
1.9,1.9703646088804856,1.8940502340515164
2.0,2.0353148320629035,1.954264658725569
2.1,2.099476747982717,2.0137630908270503
2.2,2.1628987666465886,2.07258207244264
2.3,2.225629298061181,2.130758145659018
2.4,2.2877167522331585,2.1883278525628644
2.5,2.3492095391691823,2.24532773524086
2.6,2.4101560688759176,2.3017943357796837
2.7,2.4706047513600247,2.357764196266016
2.8,2.5306039966281695,2.4132738587865368
2.9,2.5902022146870127,2.468359865427926
3.0,2.6494478155432195,2.5230587582768647
3.1,2.7083892092034505,2.577407079420032
3.2,2.767074805674371,2.6314413709441076
3.3,2.825553014962643,2.685198174935772
3.4,2.8838722470749287,2.7387140334817053
3.5,2.9420809120178926,2.7920254886685876
3.6,3.000227419798197,2.8451690825830984
3.7,3.058360180422505,2.8981813573119193
3.8,3.116527603897481,2.951098854941728
3.9,3.1747781002297844,3.0039581175592063
4.0,3.233160079426082,3.056795687251033
4.1,3.291721951493035,3.109648106103889
4.2,3.350512126437307,3.162551916204455
4.3,3.4095790142655606,3.2155436596394096
4.4,3.46897102498446,3.268659878495433
4.5,3.528736568600667,3.3219371148592063
4.6,3.5889240551208443,3.375411910817408
4.7,3.6495818945516563,3.4291208084567195
4.8,3.7107584968997656,3.4831003498638204
4.9,3.7725022721718346,3.5373870771253904
5.0,3.834861630374526,3.5920175323281103
5.1,3.8978849815145047,3.647028257558658
5.2,3.9616207355984323,3.702455794903717
5.3,4.026117302632971,3.7583366864499643
5.4,4.091423092624787,3.8147074742840816
5.5,4.15758651558054,3.8716047004927487
5.6,4.224655981506896,3.9290649071626444
5.7,4.292679900410513,3.9871246363804516
5.8,4.36170668229806,4.045820430232847
5.9,4.431784737176197,4.1051888308065125
6.0,4.5029624750515875,4.165266380188127
6.1,4.5752883059308935,4.226089620464371
6.2,4.6488106398207805,4.2876950937219265
6.3,4.7235778867279095,4.350119342047471
6.4,4.799638456658943,4.413398907527685
6.5,4.877040759620547,4.47757033224925
6.6,4.955833205619382,4.542670158298844
6.7,5.036064204662113,4.608734927763148
6.8,5.117782166755398,4.675801182728842
6.9,5.201035501905907,4.743905465282606
7.0,5.2858726201202995,4.813084317511119
7.1,5.372341931405237,4.883374281501062
7.2,5.460491845767386,4.954811899339117
7.3,5.550370773213408,5.027433713111963
7.4,5.6420271237499655,5.101276264906277
7.5,5.7355093073837216,5.176376096808742
7.6,5.830865734121343,5.252769750906037
7.7,5.928144813969484,5.3304937692848435
7.8,6.027394956934817,5.409584694031838
7.9,6.128664573024,5.490079067233705
8.0,6.232002072243697,5.572013430977121
8.1,6.33745586460057,5.655424327348768
8.2,6.445074360101285,5.7403482984353245
8.3,6.554905968752505,5.826821886323475
8.4,6.666999100560886,5.914881633099892
8.5,6.781402165533101,6.00456408085126
8.6,6.898163573675806,6.095905771664261
8.7,7.017331734995668,6.18894324762557
8.8,7.1389550594993505,6.283713050821871
8.9,7.263081957193509,6.380251723339844
