2.7248,1201.3
2.6999,1185.9
2.67,1159.5
2.6451,1141.9
2.6102,1117.7
2.5853,1100.1
2.5554,1080.3
2.5305,1060.5
2.5006,1038.5
2.4707,1018.7
2.4458,998.9
2.4159,976.9
2.391,957.1
2.3611,937.29
2.3313,917.49
2.3014,895.49
2.2715,873.49
2.2466,853.69
2.2117,831.68
2.1918,814.08
2.1569,792.08
2.132,772.28
2.1021,750.28
2.0722,730.47
2.0423,710.67
2.0125,688.67
1.9875,673.27
1.9626,653.47
1.9278,631.46
1.8979,611.66
1.873,594.06
1.8481,574.26
1.8182,554.46
1.7883,536.85
1.7783,530.25
1.7584,514.85
1.7285,495.05
1.6986,477.45
1.6687,457.65
1.6289,433.44
1.599,415.84
1.5641,393.84
1.5093,360.84
1.4396,321.23
1.3798,288.23
1.3001,246.42
1.2304,204.62
1.1656,180.42
1.1308,165.02
1.0859,145.21
1.0461,127.61
1.0062,112.21
0.97634,101.21
0.93151,85.809
0.88667,70.407
0.84682,59.406
0.80199,46.205
0.75716,35.204
0.70735,26.403
0.66252,17.602
0.6127,11.001
