1.0,1.0339109859120343
1.1,1.0167301034354959
1.2,1.0
1.3,0.9837143446826995
1.4,0.9678668065607472
1.5,0.9524510547112959
1.6,0.9374607582114982
1.7,0.922889586138507
1.8,0.9087312075694755
1.9,0.894979291581556
2.0,0.8816275072519012
2.1,0.8686695236576644
2.2,0.8560990098759982
2.3,0.8439096349840554
2.4,0.8320950680589885
2.5,0.8206489781779508
2.6,0.8095650344180948
2.7,0.7988369058565732
2.8,0.7884582615705392
2.9,0.7784227706371453
3.0,0.7687241021335443
3.1,0.759355925136889
3.2,0.7503119087243324
3.3,0.741585721973027
3.4,0.7331710339601258
3.5,0.7250615137627817
3.6,0.7172508304581473
3.7,0.7097326531233754
3.8,0.7025006508356189
3.9,0.6955484926720304
4.0,0.688869847709763
4.1,0.6824583850259693
4.2,0.6763077736978022
4.3,0.6704116828024145
4.4,0.6647637814169589
4.5,0.6593577386185883
4.6,0.6541872234844552
4.7,0.649245905091713
4.8,0.6445274525175138
4.9,0.6400255348390111
5.0,0.6357338211333573
5.1,0.631645980477705
5.2,0.6277556819492074
5.3,0.6240565946250172
5.4,0.6205423875822871
5.5,0.6172067298981699
5.6,0.6140432906498188
5.7,0.6110457389143857
5.8,0.6082077437690242
5.9,0.605522974290887
6.0,0.6029850995571264
6.1,0.600587788644896
6.2,0.5983247106313477
6.3,0.5961895345936351
6.4,0.5941759296089106
6.5,0.5922775647543268
6.6,0.5904881091070368
6.7,0.5888012317441934
6.8,0.5872106017429493
6.9,0.5857098881804575
7.0,0.5842927601338707
7.1,0.5829528866803414
7.2,0.581683936897023
7.3,0.5804795798610676
7.4,0.5793334846496286
7.5,0.5782393203398581
7.6,0.5771907560089099
7.7,0.5761814607339356
7.8,0.5752051035920893
7.9,0.574255353660523
8.0,0.5733258800163893
8.1,0.5724103517368415
8.2,0.5715024378990323
8.3,0.5705958075801144
8.4,0.5696841298572406
8.5,0.5687610738075639
8.6,0.567820308508237
8.7,0.5668555030364123
8.8,0.5658603264692436
8.9,0.5648284478838822
